AgentId;TimeStep;OfferedPowerInMW;OfferedChargePrice;OfferedDischargePrice;AwardedChargePower;AwardedDischargePower;AwardedPower;StoredMWh;Revenues;Costs;Profit
7;622504801;;;;0.0;-0.0;0.0;204.0;0.0;0.0;0.0
7;622508399;0.0;0.0;0.0;;;;;;;
7;622508401;;;;0.0;-0.0;0.0;204.0;0.0;0.0;0.0
7;622511999;-75.55555555555556;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622512001;;;;75.55555555555556;-0.0;75.55555555555556;272.0;0.0;1880.6155555555554;-1880.6155555555554
7;622515599;-528.8888888888889;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622515601;;;;528.8888888888889;-0.0;528.8888888888889;748.0;0.0;13164.308888888887;-13164.308888888887
7;622519199;-604.4444444444445;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622519201;;;;604.4444444444445;-0.0;604.4444444444445;1292.0;0.0;13231.591111111109;-13231.591111111109
7;622522799;-151.11111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622522801;;;;151.11111111111111;-0.0;151.11111111111111;1428.0;0.0;3761.2311111111107;-3761.2311111111107
7;622526399;-528.8888888888889;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622526401;;;;528.8888888888889;-0.0;528.8888888888889;1904.0;0.0;13164.308888888887;-13164.308888888887
7;622529999;-302.22222222222223;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622530001;;;;302.22222222222223;-0.0;302.22222222222223;2176.0;0.0;6615.7955555555545;-6615.7955555555545
7;622533599;-75.55555555555556;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622533601;;;;75.55555555555556;-0.0;75.55555555555556;2244.0;0.0;2107.282222222222;-2107.282222222222
7;622537199;0.0;0.0;0.0;;;;;;;
7;622537201;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622540799;0.0;0.0;0.0;;;;;;;
7;622540801;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622544399;0.0;0.0;0.0;;;;;;;
7;622544401;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622547999;0.0;0.0;0.0;;;;;;;
7;622548001;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622551599;0.0;0.0;0.0;;;;;;;
7;622551601;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622555199;0.0;0.0;0.0;;;;;;;
7;622555201;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622558799;0.0;0.0;0.0;;;;;;;
7;622558801;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622562399;0.0;0.0;0.0;;;;;;;
7;622562401;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622565999;0.0;0.0;0.0;;;;;;;
7;622566001;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622569599;0.0;0.0;0.0;;;;;;;
7;622569601;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622573199;0.0;0.0;0.0;;;;;;;
7;622573201;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622576799;0.0;0.0;0.0;;;;;;;
7;622576801;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622580399;0.0;0.0;0.0;;;;;;;
7;622580401;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622583999;0.0;0.0;0.0;;;;;;;
7;622584001;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622587599;0.0;0.0;0.0;;;;;;;
7;622587601;;;;0.0;-0.0;0.0;2244.0;0.0;0.0;0.0
7;622591199;-151.11111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622591201;;;;151.11111111111111;-0.0;151.11111111111111;2380.0;0.0;3761.2311111111107;-3761.2311111111107
7;622594799;-453.3333333333333;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622594801;;;;453.3333333333333;-0.0;453.3333333333333;2788.0;0.0;12643.69333333333;-12643.69333333333
7;622598399;-453.3333333333333;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622598401;;;;453.3333333333333;-0.0;453.3333333333333;3196.0;0.0;12643.69333333333;-12643.69333333333
7;622601999;-831.1111111111111;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622602001;;;;831.1111111111111;-0.0;831.1111111111111;3944.0;0.0;20686.771111111106;-20686.771111111106
7;622605599;-1133.3333333333333;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622605601;;;;1133.3333333333333;-0.0;1133.3333333333333;4964.0;0.0;28209.233333333326;-28209.233333333326
7;622609199;-1360.0;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622609201;;;;1360.0;-0.0;1360.0;6188.0;0.0;33851.079999999994;-33851.079999999994
7;622612799;-1360.0;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622612801;;;;1360.0;-0.0;1360.0;7412.0;0.0;29771.079999999994;-29771.079999999994
7;622616399;-1133.3333333333333;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622616401;;;;1133.3333333333333;-0.0;1133.3333333333333;8432.0;0.0;28209.233333333326;-28209.233333333326
7;622619999;-1133.3333333333333;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622620001;;;;1133.3333333333333;-0.0;1133.3333333333333;9452.0;0.0;28209.233333333326;-28209.233333333326
7;622623599;-680.0;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622623601;;;;680.0;-0.0;680.0;10064.0;0.0;816.0;-816.0
7;622627199;-377.77777777777777;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
7;622627201;;;;377.77777777777777;-0.0;377.77777777777777;10404.0;0.0;453.3333333333333;-453.3333333333333
7;622630799;-1133.3333333333333;1.7976931348623157e+308;1.7976931348623157e+308;;;;;;;
